Protein ID	Description	Peptides	Frames	Hits	Ratio AS-0/C-0	StDev	pValue	Fraction 1D_2D									
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	0.326	0.15	1.45E-02	A_25_21
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	5	6	17	1.904	0.206	9.90E-20	A_26_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	4	4	8	0.064	0.022	5.08E-07	A_27_19
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	A_27_21
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	2	2	5	1.876	0.316	2.44E-11	A_29_19
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	A_15_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	3.974	1.933	2.49E-02	A_22_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	3	0.525	0.061	6.94E-05	A_25_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	18.079	3.332	2.88E-02	B_23_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	B_26_19
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	6.394	1.091	7.36E-04	B_14_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	8	8	28	6.254	0.145	9.90E-20	B_25_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	C_09_02
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	14.848	1.747	3.17E-03	C_13_02
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	6.36	0.489	3.42E-02	C_14_01
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	7	4.633	0.021	8.87E-14	C_15_02
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	7	6.39	0.057	3.91E-09	C_16_01
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	5	2.35	0.134	6.45E-08	C_17_02
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	2	2	2	2.091	0.216	1.08E-03	C_23_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	4	4	12	3.612	0.456	1.51E-13	C_24_19
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	10	3.273	0.242	2.75E-09	C_24_21
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	6	6	19	2.357	0.061	9.90E-20	C_25_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	7	5.726	0.533	1.03E-06	C_25_22
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	6	6	20	1.97	0.026	9.90E-20	C_26_19
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	4	4	9	3.397	0.113	9.99E-16	C_26_21
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	3	3	10	3.443	0.026	1.83E-12	C_27_20
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	3.831	0.246	2.17E-04	C_27_22
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	1.263	0.104	3.15E-02	C_21_24
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	2	2	4	5.688	0.92	1.38E-03	C_22_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	12	14	47	3.238	0.036	9.90E-20	C_24_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	8	8	24	3.364	0.08	9.90E-20	C_25_24
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	8	9	25	4.13	0.08	9.90E-20	C_26_23
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	2.526	0.253	2.57E-02	C_26_25
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	2	5.171	1.074	8.25E-03	C_27_24
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	3	3.563	0.593	1.52E-04	C_12_31
SP://E9Q5L2	E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1	1	1	1	51.833	17.758	1.77E-02	C_22_31
SP://E9Q698	E9Q698_MOUSE Coagulation factor XII OS=Mus musculus GN=F12 PE=2 SV=1	1	2	7	6.875	2.794	9.07E-08	A_29_23
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	0	0	0.00E+00	A_32_16
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	2	2.233	0.125	1.95E-05	A_25_23
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	93.468	28.995	1.60E-02	B_32_15
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	2.292	0.156	1.88E-03	B_31_16
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	519.654	493.915	1.30E-02	B_34_17
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	8.128	0.488	6.12E-03	C_31_20
SP://E9Q6J5	E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1	1	1	1	3.54	0.193	1.70E-02	C_34_19
SP://E9Q711	E9Q711_MOUSE Protein Lrp3 OS=Mus musculus GN=Lrp3 PE=2 SV=1	1	1	1	0.696	0.043	4.73E-02	B_36_01
SP://E9Q7M0	E9Q7M0_MOUSE Protein F830104G03Rik OS=Mus musculus GN=F830104G03Rik PE=4 SV=1	1	1	1	0.018	0.006	1.71E-02	B_34_15
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.099	0.012	4.76E-03	A_17_02
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	3	0.922	0.017	2.05E-04	A_32_01
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	19.458	0.492	1.42E-03	A_33_04
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.71	0.012	2.53E-02	A_32_16
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	1.106	0.027	1.62E-02	A_34_20
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	2	0.878	0.016	8.28E-03	A_35_19
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.463	0.009	1.42E-02	A_36_20
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.745	0.015	5.83E-03	A_37_19
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.344	0.017	3.88E-03	C_35_16
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	1	0.764	0.02	3.80E-02	C_32_19
SP://E9Q7R9	E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1	1	1	2	0.486	0.015	1.24E-05	C_34_19
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	4	0.031	0.003	6.98E-03	A_17_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	2.738	0.314	3.32E-03	A_22_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	6	0.97	0.035	3.51E-05	A_32_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	1.341	0.018	1.46E-05	A_34_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	1.607	0.123	6.94E-05	A_36_00
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	9	1.804	0.031	7.25E-14	A_36_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	14.882	0.468	9.19E-04	A_38_00
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	37.474	2.732	2.70E-02	A_25_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	7	1.044	0.009	1.35E-08	A_31_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	2.981	0.382	1.32E-03	A_32_03
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	3	5	22	2.037	0.043	8.55E-09	A_33_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	16.813	0.298	2.20E-06	A_33_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	1.832	0.115	3.65E-06	A_34_03
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.151	0.018	1.33E-03	A_35_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.599	0.056	4.05E-02	A_36_03
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.476	0.03	3.97E-03	A_19_21
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	1.236	0.028	6.03E-03	A_27_19
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	3.771	0.038	4.42E-08	A_29_19
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	A_23_25
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	11	0.542	0.007	3.65E-13	A_25_25
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	21	1.929	0.025	9.90E-20	B_31_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	6	379.551	24.665	3.37E-07	B_31_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	11	1.31	0.02	4.72E-09	B_32_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	6	0.761	0.019	5.54E-14	B_32_03
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	12	0.958	0.025	5.75E-08	B_33_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	7	0.557	0.05	2.81E-06	B_36_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.824	0.008	6.84E-04	B_37_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0	0	0.00E+00	B_35_14
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	B_36_23
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	4.236	0.263	6.26E-03	C_17_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	2	1.593	0.041	1.21E-04	C_30_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	9	1.559	0.03	2.17E-10	C_31_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	15	0.758	0.028	1.11E-16	C_33_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	3	20	0.802	0.013	7.99E-15	C_34_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	3	16	0.39	0.017	5.79E-12	C_35_01
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	2	13	0.142	0.01	9.90E-20	C_36_02
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	1.56	0.061	2.59E-02	C_30_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	1.776	0.456	1.30E-02	C_32_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.045	0.009	2.77E-03	C_34_04
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	5	0.164	0.021	4.88E-07	C_35_03
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	2	0.036	0.008	3.06E-03	C_12_24
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	3	0.198	0.003	1.15E-05	C_26_21
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	0.889	0.018	2.46E-04	C_31_18
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	3	0.44	0.013	6.70E-05	C_33_18
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.501	0.015	1.51E-03	C_20_23
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	1.485	0.023	1.33E-02	C_21_24
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.715	0.013	1.17E-05	C_22_23
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	2	2	8	0.101	0.004	9.00E-13	C_24_23
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.681	0.033	9.22E-03	C_18_31
SP://E9Q939	E9Q939_MOUSE Serotransferrin OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	1.904	0.182	4.83E-03	C_20_31
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	2	2.916	0.541	1.27E-02	A_19_02
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	4	4.406	0.363	2.03E-07	A_27_23
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	1	2.368	0.256	3.38E-03	A_29_23
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	B_26_23
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	3	2.583	0.103	8.53E-04	C_15_02
SP://E9Q9B8	E9Q9B8_MOUSE Clusterin (Fragment) OS=Mus musculus GN=Clu PE=2 SV=1	1	1	1	2.476	0.224	1.91E-03	C_28_31
SP://E9Q9C6	E9Q9C6_MOUSE Protein Fcgbp OS=Mus musculus GN=Fcgbp PE=4 SV=1	2	2	3	1.535	0.051	2.78E-06	B_11_35
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	3	0.364	0.041	9.33E-04	A_32_01
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	1.145	0.056	3.25E-02	A_31_02
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	4	0	0	0.00E+00	A_32_16
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.581	0.089	1.87E-02	A_34_16
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.45	0.036	2.93E-03	A_31_19
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	2	6	2.17	0.1	1.36E-11	A_33_19
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.339	0.03	4.26E-02	A_36_18
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	4	2.233	0.125	6.63E-09	A_25_23
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	1.448	0.065	5.14E-03	A_27_23
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	1.898	0.091	2.49E-02	B_33_02
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	12.773	5.569	1.14E-03	B_32_17
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	3	0.173	0.022	1.02E-05	B_33_16
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	2	519.654	493.915	1.63E-03	B_34_17
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	3.337	0.625	6.93E-03	B_36_17
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.297	0.014	2.39E-04	C_34_15
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.476	0.031	2.64E-02	C_34_17
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	1.511	0.159	2.39E-02	C_31_18
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	2	8.128	0.488	4.19E-04	C_31_20
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.19	0.028	1.36E-03	C_32_19
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	3.54	0.193	1.70E-02	C_34_19
SP://E9QAA1	E9QAA1_MOUSE Protein Zfp758 OS=Mus musculus GN=Zfp758 PE=2 SV=1	1	1	1	0.929	0.005	2.30E-03	C_35_18
SP://E9QAN9	E9QAN9_MOUSE Interferon_activable protein 203 OS=Mus musculus GN=Ifi203 PE=2 SV=1	1	1	1	1.925	0.138	2.88E-02	B_33_02
SP://E9QLL8	E9QLL8_MOUSE Serpin A11 OS=Mus musculus GN=Serpina11 PE=2 SV=1	1	1	1	1.233	0.056	2.42E-02	B_34_23
SP://E9QLT0	E9QLT0_MOUSE Hydroxypyruvate isomerase OS=Mus musculus GN=Hyi PE=2 SV=1	1	1	1	9.747	0.756	1.39E-02	A_33_02
SP://E9QNE5	E9QNE5_MOUSE Peptidase inhibitor 16 OS=Mus musculus GN=Pi16 PE=4 SV=1	1	1	1	4.209	0.428	3.53E-03	B_18_32
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	4	1.93	0.179	9.23E-06	A_18_01
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	1	0.137	0.063	3.97E-03	A_24_01
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	5	3.017	0.385	8.61E-05	A_19_23
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	2	2	10	4.329	0.316	4.49E-12	A_20_24
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	1	2.487	0.227	8.69E-03	A_12_32
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	2	3.473	0.151	2.47E-05	A_20_26
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	2	3	5	0.004	0.004	3.68E-08	A_21_31
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	4	1.573	0.057	3.99E-05	A_22_32
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	3	99999.9	99999.9	6.32E-13	A_23_25
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	2	12	2.377	0.115	2.86E-12	A_23_31
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	2	25.746	11.812	8.29E-05	B_18_23
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	4	5.081	0.667	1.01E-08	B_20_23
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	B_17_24
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	B_18_25
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	2	2	5	10.871	0.807	3.54E-06	B_19_24
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	1	1	3	6.253	2.469	2.85E-03	B_20_25
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	2	2	8	4.732	0.58	1.25E-05	B_21_24
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=2 SV=1	3	3	9	3.32	0.111	2.08E-08	B_22_23
SP://E9QP56	E9QP56_MOUSE Apolipoprotein C_III OS=Mus musculus GN=Apoc3 PE=4 SV=1	2	2	4	37.13	5.04	4.45E-07	B_07_31
