"con1"	"con2"	"con3"	"con4"	"d2_1"	"d2_2"	"d2_3"	"d2_4"	"d4_1"	"d4_2"	"d4_3"	"d4_4"	"Only.identified.by.site"	"Reverse"	"Potential.contaminant"	"t.test.Significantcon_2d"	"t.test.Significantcon_4d"	"matrix31"	"Q.value"	"Intensity"	"MS.MS.Count"	"X.Log.t.test.p.valuecon_2d"	"t.test.Differencecon_2d"	"X.Log.t.test.p.valuecon_4d"	"t.test.Differencecon_4d"	"Test.statistic_"	"Protein.IDs"	"Majority.protein.IDs"	"Protein.names"	"Gene.names"	"Gene_name"	"ProteinID"	"con_mean"	"d2_mean"	"ttest_con_d2_pval"	"d4_mean"	"ttest_con_d4_pval"	"ttest_con_d2_fdr"	"ttest_con_d4_fdr"
"853"	5.181076	4.257477	4.408154	5.82522	5.060877	4.826817	5.112963	6.004442	4.446575	4.540781	5.092249	4.255306	""	""	""	""	""	""	"0"	"64078000000"	"132"	"0.315593714129776"	"-0.333292961120605"	"0.355004577867826"	"0.334253787994385"	"0.237776045214244"	"D4A2K1"	"D4A2K1"	""	"Hoga1"	"Hoga1"	"D4A2K1"	4.91798175	5.25127475	0.486425686420151	4.58372775	0.452557921147722	0.804105535949986	0.941075218370869
"854"	-1.314272	-1.502989	-1.833244	-1.915655	-1.233847	-0.970026	-0.8591042	-0.9783115	-2.398359	-2.070961	-2.005363	-1.578331	""	""	""	""	""	""	"0"	"651930000"	"6"	"2.0998954057942"	"-0.631217956542969"	"0.849051118451563"	"0.371713638305664"	"0.304766313487666"	"D4A2P1"	"D4A2P1"	""	"Ccar1"	"Ccar1"	"D4A2P1"	-1.64154	-1.010322175	0.0126693476422152	-2.0132535	0.143118182504124	0.314377791777081	0.830860975769017
"855"	-5.599007	0.2865028	0.4389458	-4.699688	-1.131193	-1.049299	-1.00061	-1.881588	-1.252054	-0.2008305	-1.988087	-0.6719265	""	""	""	""	""	""	"0.0068247"	"789110000"	"4"	"0.29134955873881"	"-1.12763893604279"	"0.357413283338166"	"-1.3650871515274"	"-0.515560314395687"	"D4A2S6"	"D4A2S6"	""	"RGD1305464"	"RGD1305464"	"D4A2S6"	-2.3933116	-1.2656725	0.533884906495498	-1.0282245	0.462385695430375	0.813197733942944	0.941075218370869
"856"	-3.457462	-3.465007	-3.89767	-4.704745	-3.440205	-4.150982	-4.3729	-6.190081	-1.901752	-3.442776	-3.597091	-3.688892	""	""	""	""	""	""	"0.00042571"	"87894000"	"2"	"0.450871482092807"	"0.657320857048035"	"0.680860054683764"	"-0.723593235015869"	"-0.478067473537698"	"D4A3C2"	"D4A3C2"	""	"RGD1304884"	"RGD1304884"	"D4A3C2"	-3.881221	-4.538542	0.367144534817462	-3.15762775	0.214236173696849	0.759913506050127	0.873697955121135
"857"	0.6153755	-3.641476	-3.080502	-1.438532	-2.712299	-0.9323311	-2.083347	-1.382305	-2.320225	-4.057606	-1.300905	-2.477991	""	""	""	""	""	""	"0"	"833770000"	"9"	"0.0363959387636572"	"-0.108712673187256"	"0.237516871844956"	"0.65289831161499"	"0.309040252758539"	"D4A3E1"	"D4A3E1"	""	"Hnrpll"	"Hnrpll"	"D4A3E1"	-1.886283625	-1.777570525	0.921273193607351	-2.53918175	0.583382918311478	0.982217714866713	0.950957378226993
"858"	0.285862	-2.03487	-0.4169693	0.2784901	-0.02710152	-0.6883926	-0.664959	-0.4232788	-1.335489	-1.646553	0.4577141	-1.383717	""	""	""	""	""	""	"0"	"1385500000"	"17"	"0.0124372556305251"	"-0.0209388732910156"	"0.288632730842716"	"0.505139350891113"	"0.292093921819316"	"D4A3E2"	"D4A3E2"	""	"Npepl1"	"Npepl1"	"D4A3E2"	-0.4718718	-0.45093298	0.972593809887097	-0.977011225	0.514852899092651	0.996134251380135	0.941075218370869
"859"	-3.783086	-4.571456	-4.573061	-5.43927	-3.925888	-4.905214	-5.198101	-3.68383	-5.77853	-3.23896	-3.024597	-3.196988	""	""	""	""	""	""	"0.0011938"	"138740000"	"2"	"0.122156347696043"	"-0.163459599018097"	"0.479931559025912"	"-0.781949400901794"	"-0.449459798661029"	"D4A3E8"	"D4A3E8"	""	"Mrps27"	"Mrps27"	"D4A3E8"	-4.59171825	-4.42825825	0.754896864973754	-3.80976875	0.344098704669654	0.920052102882203	0.941075218370869
"860"	-0.7706375	-1.981346	-2.406321	-1.827272	-1.774273	-1.882332	-1.395323	-1.21553	-1.484028	-3.62165	-0.6345081	-2.444338	""	""	""	""	""	""	"0"	"650060000"	"4"	"0.184160342792179"	"-0.179529666900635"	"0.157567399296023"	"0.299736678600311"	"0.173235257617525"	"D4A3I4;A0A0G2K8T5;A0A0G2K4W2"	"D4A3I4;A0A0G2K8T5;A0A0G2K4W2"	""	"Btf3l4"	"Btf3l4"	"D4A3I4"	-1.746394125	-1.5668645	0.661320966564215	-2.046131025	0.699804187024962	0.875475650668584	0.963637905671656
"861"	-2.010998	-3.262502	-4.603113	-1.915237	-2.366098	-2.59482	-3.861655	-1.251232	-2.403681	-2.780703	-1.78689	-3.913146	""	""	""	""	""	""	"0"	"354570000"	"5"	"0.205922937550757"	"-0.429511249065399"	"0.108350222214964"	"-0.226857602596283"	"-0.127910205053004"	"D4A3K5"	"D4A3K5"	"Histone H1.1"	"Hist1h1a"	"Hist1h1a"	"D4A3K5"	-2.9479625	-2.51845125	0.62289003256426	-2.721105	0.780254403641765	0.858084632926425	0.96851163251619
"862"	-1.471783	-1.656515	-1.257101	-1.756115	-1.630268	-1.234951	-1.749609	-1.374647	-2.275402	-1.67016	-1.856049	-2.292681	""	""	""	""	""	""	"0"	"610710000"	"7"	"0.0856838044063136"	"-0.0380096435546875"	"1.37213899597781"	"0.488194465637207"	"0.410210928464806"	"D4A3M8"	"D4A3M8"	""	"Nck2"	"Nck2"	"D4A3M8"	-1.5353785	-1.49736875	0.820981339896263	-2.023573	0.0466616497541574	0.949486269938907	0.760917847364041
"863"	1.22603	-2.494644	-4.592459	0.1749554	-4.05973	-1.985254	-3.928838	-1.561001	-3.484053	-5.180088	-1.465094	-3.899836	""	""	""	""	""	""	"0"	"1096500000"	"9"	"0.447157663968715"	"1.46217632293701"	"0.657026019056274"	"2.08573818206787"	"0.826207895218842"	"D4A3T3"	"D4A3T3"	""	"Cbx1"	"Cbx1"	"D4A3T3"	-1.4215294	-2.88370575	0.370569992136361	-3.50726775	0.231332053573405	0.760276362006568	0.883276711475735
"864"	1.051081	1.35825	1.408028	2.655491	2.448156	2.746058	2.297394	2.425945	2.005465	2.071577	1.489107	1.419052	""	""	""	""	""	""	"0"	"6620100000"	"43"	"1.2411275682266"	"-0.861176013946533"	"0.12165840161101"	"-0.128087997436523"	"-0.0919360306847028"	"D4A3V2"	"D4A3V2"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6"	"Ndufa6"	"Ndufa6"	"D4A3V2"	1.6182125	2.47938825	0.0898122849228487	1.74630025	0.759842567493132	0.582285355519471	0.966841729932831
"865"	1.423073	2.823793	2.717987	1.396107	2.481171	2.448072	2.147045	1.618881	1.843039	2.733706	1.597603	2.237068	""	""	""	""	""	""	"0"	"8111900000"	"100"	"0.0674805625966676"	"-0.083552360534668"	"0.00910583567629402"	"-0.0126137733459473"	"-0.00860841565195452"	"D4A3V5"	"D4A3V5"	""	"Cgnl1"	"Cgnl1"	"D4A3V5"	2.09024	2.17379225	0.858178528376347	2.102854	0.979408684495605	0.96642464949023	0.995865705319743
"866"	-1.382702	-4.341085	-3.433571	-1.952763	-4.191481	-5.966457	-4.625004	-3.509483	-2.989029	-4.073151	-2.826189	-4.024506	""	""	""	""	""	""	"0"	"198500000"	"7"	"1.09801333793179"	"1.79557603597641"	"0.410666811677153"	"0.700688362121582"	"0.399536746228103"	"D4A3V7"	"D4A3V7"	""	"LOC686809"	"LOC686809"	"D4A3V7"	-2.77753025	-4.57310625	0.0829579689114969	-3.47821875	0.40113990514478	0.570496183094518	0.941075218370869
"867"	0.7786465	0.3235989	1.9865	1.287182	1.202497	1.41177	0.9586201	0.9237499	1.250072	2.027119	1.021563	1.724693	""	""	""	""	""	""	"0"	"4381900000"	"54"	"0.0276117483317553"	"-0.0301775932312012"	"0.434473569234085"	"-0.411880016326904"	"-0.289459620099237"	"D4A409"	"D4A409"	""	"Lama1"	"Lama1"	"D4A409"	1.09398185	1.12415925	0.940048152363859	1.50586175	0.37409202315803	0.982217714866713	0.941075218370869
"868"	-4.117647	-1.659508	-3.404585	-4.325195	0.6918774	-0.3277855	0.5164852	-0.6484604	-0.52845	0.4271717	-1.203419	-0.8750038	""	""	""	"+"	"+"	""	"0.0012072"	"1220000000"	"5"	"2.61132574581442"	"-3.43476295471191"	"2.16898252061972"	"-2.83180856704712"	"-1.66542098775292"	"D4A415"	"D4A415"	""	"Fam175b"	"Fam175b"	"D4A415"	-3.37673375	0.058029175	0.00518656335928131	-0.544925275	0.0106577328684656	0.255866772131464	0.656163649561867
"869"	1.242025	1.203865	1.659712	1.302143	0.8896561	0.804718	0.6775761	0.591404	1.220573	-0.003154755	0.7529545	-0.2621613	""	""	""	""	""	""	"0"	"3413900000"	"27"	"2.58355851727548"	"0.611097812652588"	"1.38647718580627"	"0.924883365631104"	"0.681693545084675"	"P02401;D4A4D5;D3ZN03"	"P02401;D4A4D5;D3ZN03"	"60S acidic ribosomal protein P2"	"Rplp2;LOC498555;LOC100362751"	"Rplp2"	"P02401"	1.35193625	0.74083855	0.00416527360469257	0.42705286125	0.0680253518008478	0.235865295220776	0.760917847364041
"870"	-3.545059	-3.229118	-2.56686	-2.802441	-3.758502	-2.00717	-4.883827	-3.960054	-3.631015	-2.973868	-2.87425	-3.488139	""	""	""	""	""	""	"0.00082305"	"157140000"	"4"	"0.429560900320138"	"0.616518497467041"	"0.30073869340994"	"0.20594847202301"	"0.159991428890821"	"D4A4J0"	"D4A4J0"	""	"Supt16h"	"Supt16h"	"D4A4J0"	-3.0358695	-3.65238825	0.392262867910845	-3.241818	0.500946007908309	0.769805041186806	0.941075218370869
"871"	0.6718445	1.221245	1.453682	0.8696766	1.774105	0.8459454	1.46155	0.4722385	0.6966515	0.8292999	0.8790531	1.193331	""	""	""	""	""	""	"0"	"3957100000"	"21"	"0.0896179108515293"	"-0.0843477249145508"	"0.320632215325133"	"0.154528141021729"	"0.128320122697815"	"D4A4L5"	"D4A4L5"	""	"Isca2"	"Isca2"	"D4A4L5"	1.054112025	1.138459725	0.815343543208766	0.899583875	0.483939832026458	0.944820418556077	0.941075218370869
"872"	-3.544629	-4.171305	-3.282429	-3.075464	-3.261486	-3.471115	-3.127077	-4.422039	-4.467542	-3.675171	-3.564823	-2.922518	""	""	""	""	""	""	"0.0033809"	"115400000"	"2"	"0.0482375499084132"	"0.051972508430481"	"0.132161785706247"	"0.13905668258667"	"0.0995933697033378"	"Q5HZA7;D4A4P1;O08839;F1LMX1"	"Q5HZA7;D4A4P1;O08839;F1LMX1"	"Myc box-dependent-interacting protein 1"	"Bin1"	"Bin1"	"Q5HZA7"	-3.51845675	-3.57042925	0.895057364707181	-3.6575135	0.738534413147472	0.977007244748502	0.966841729932831
"873"	-1.638676	-0.92029	-1.226002	-1.588886	-2.12212	-0.5842228	-1.711639	-1.163261	-1.435448	-1.764938	-2.323763	-1.025915	""	""	""	""	""	""	"0"	"624540000"	"10"	"0.0485002834201475"	"0.0518474578857422"	"0.402296799952674"	"0.294052600860596"	"0.222471363329019"	"D4A4T0"	"D4A4T0"	""	"Stub1"	"Stub1"	"D4A4T0"	-1.3434635	-1.3953107	0.895873434768446	-1.637516	0.402836510974575	0.977007244748502	0.941075218370869
"874"	-1.191626	-0.9880829	-0.7447433	-1.102835	-0.4129047	-0.3268223	-0.04486847	-0.4819508	0.8405991	0.5054436	-0.8895798	0.5401592	""	""	""	""	""	""	"0"	"1442300000"	"5"	"2.63769526526755"	"-0.690185070037842"	"1.70231266147261"	"-1.25597715377808"	"-0.897842509223237"	"D4A4X4"	"D4A4X4"	""	"Cgn"	"Cgn"	"D4A4X4"	-1.0068218	-0.3166365675	0.00230352450462099	0.249155525	0.0436966215114301	0.182304685400959	0.760917847364041
"875"	-4.756093	-4.674311	-4.537774	-3.359758	-3.824817	-1.412413	-1.094433	-1.331743	-2.944698	-1.231976	-1.507578	-1.176144	""	""	""	""	"+"	""	"0"	"301280000"	"1"	"1.81831460481245"	"-2.41613268852234"	"2.58562688152004"	"-2.61688536405563"	"-1.71102573924886"	"D4A4Z0"	"D4A4Z0"	""	"Ccdc12"	"Ccdc12"	"D4A4Z0"	-4.331984	-1.9158515	0.0238448478579362	-1.715099	0.00302505395985173	0.422035231861265	0.467100781369862
"876"	0.5461674	1.89533	1.826561	-0.002380371	1.977423	1.421984	1.787649	1.033297	1.31444	2.095469	0.5326385	1.843184	""	""	""	""	""	""	"0"	"4657200000"	"44"	"0.41958594144361"	"-0.488668441772461"	"0.267509460901539"	"-0.380012989044189"	"-0.23973100753816"	"D4A4Z9"	"D4A4Z9"	""	"Ktn1"	"Ktn1"	"D4A4Z9"	1.06641950725	1.55508825	0.396053334684535	1.446432875	0.542246418082953	0.77116377050229	0.942414385676083
"877"	0.988821	-0.8615971	-0.7413063	0.6836472	-0.813715	-0.2772655	-1.564474	1.018457	-1.507244	0.05999565	-1.018673	-1.184849	""	""	""	""	""	""	"0"	"1962800000"	"18"	"0.238704796302836"	"0.426640510559082"	"0.786297234270413"	"0.930083751678467"	"0.586434219267927"	"D4A510"	"D4A510"	""	"Smarcc2"	"Smarcc2"	"D4A510"	0.0173912	-0.409249375	0.577509432226356	-0.9126925875	0.168837673281662	0.834062335635736	0.847465801471682
"878"	-3.394312	-0.6057472	-1.351618	-4.06103	-1.299751	-3.407929	-1.27997	-6.006933	-3.925067	-1.265625	-1.882257	-1.630957	""	""	""	""	""	""	"0.0023148"	"487170000"	"1"	"0.181590171658059"	"0.64546924829483"	"0.0619960119278492"	"-0.177200078964233"	"-0.0880014272067466"	"D4A511"	"D4A511"	"Signal recognition particle 9 kDa protein"	"Srp9"	"Srp9"	"D4A511"	-2.3531768	-2.99864575	0.659729738769456	-2.1759765	0.86749427448785	0.875060773370629	0.977287668004742
"879"	-3.778666	-1.631117	-1.503521	-3.919231	-1.655062	-2.1451	-1.743597	-2.349285	-1.758217	-1.647474	-4.483894	-2.293943	""	""	""	""	""	""	"0"	"354570000"	"11"	"0.493029832757535"	"-0.734872817993164"	"0.0615721507105035"	"-0.162251472473145"	"-0.0838894111398648"	"D4A5A6"	"D4A5A6"	"DNA-directed RNA polymerase"	"Polr2a"	"Polr2a"	"D4A5A6"	-2.70813375	-1.973261	0.35099780150749	-2.545882	0.867816187904265	0.74695249359507	0.977287668004742
"880"	3.033577	2.923338	2.295937	3.158632	2.966293	3.024141	2.916866	3.431618	3.297016	3.162277	2.774132	2.643059	""	""	""	""	""	""	"0"	"15259000000"	"159"	"0.465316745710685"	"-0.231858730316162"	"0.1843197757744"	"-0.116250038146973"	"-0.0932447177664864"	"D4A5I9"	"D4A5I9"	""	"Myo6"	"Myo6"	"D4A5I9"	2.852871	3.0847295	0.350212937359698	2.969121	0.654851717395819	0.74695249359507	0.963637905671656
"881"	-0.7349319	1.813683	0.7628136	-3.374235	0.9473324	-1.470432	0.6614799	0.006378174	-2.442907	-0.09804726	-4.585826	-0.629324	""	""	""	""	""	""	"0.00043937"	"1649300000"	"19"	"0.12588520997007"	"-0.419357299804688"	"0.463070848344298"	"1.55585849285126"	"0.618422577952539"	"D4A5Q9"	"D4A5Q9"	""	"Gldc"	"Gldc"	"D4A5Q9"	-0.383167575	0.0361896185	0.752659828057109	-1.939026065	0.344695801861868	0.919657446724006	0.941075218370869
"882"	-0.1605015	1.326086	1.591957	-0.256834	0.7169094	0.3351555	1.817442	0.6549225	-0.272131	1.356157	0.3233833	0.516573	""	""	""	""	""	""	"0"	"2862200000"	"7"	"0.170138403131924"	"-0.255930423736572"	"0.0887616259967607"	"0.144181251525879"	"0.0906672030867272"	"D4A5T8"	"D4A5T8"	""	"Ppl"	"Ppl"	"D4A5T8"	0.625176875	0.88110735	0.678061926017062	0.480995575	0.816113284674904	0.882040715170307	0.977287668004742
"883"	-1.81147	0.006982803	-0.2548046	-1.817015	-0.4888916	-0.8500671	-0.3668213	-0.2991123	-1.701197	-0.6739101	-3.353855	-0.8528042	""	""	""	""	""	""	"0"	"945880000"	"19"	"0.408016596734399"	"-0.467853546142578"	"0.374975812033892"	"0.676364898681641"	"0.379020363422518"	"D4A626"	"D4A626"	""	"Clmn"	"Clmn"	"D4A626"	-0.96907669925	-0.501223075	0.416421263176668	-1.645441575	0.423210439791008	0.778858816931147	0.941075218370869
"884"	0.7183876	-0.07968903	0.1589413	1.39065	0.8621979	0.7448978	0.638485	0.8103561	1.062735	-0.5347729	1.191105	-0.7253571	""	""	""	""	""	""	"0"	"3042700000"	"30"	"0.270668948002233"	"-0.216911792755127"	"0.194279783103667"	"0.29864501953125"	"0.186027428304227"	"D4A6C5"	"D4A6C5"	""	"Arhgap1"	"Arhgap1"	"D4A6C5"	0.5470724675	0.7639842	0.556896335225841	0.2484275	0.642237842837409	0.821472197357266	0.963637905671656
"885"	-4.52772	-2.173613	-3.231477	-3.633811	-2.726086	-3.073875	-2.875051	-3.569681	-4.209334	-2.78027	-3.167082	-2.734119	""	""	""	""	""	""	"0.0023086"	"135460000"	"7"	"0.259883942213179"	"-0.330481648445129"	"0.104298155018781"	"-0.168953895568848"	"-0.105828536699772"	"D4A6D7"	"D4A6D7"	"Tetratricopeptide repeat protein 19, mitochondrial"	"Ttc19"	"Ttc19"	"D4A6D7"	-3.39165525	-3.06117325	0.56212933703912	-3.22270125	0.78756271373376	0.823966944901248	0.971601950905563
"886"	-2.005445	-2.564882	-2.724127	-1.565283	-0.8990402	-2.767424	-1.639618	-0.9447403	-1.596645	-3.959545	-1.166346	-1.813004	""	""	""	""	""	""	"0"	"626950000"	"10"	"0.604530209591103"	"-0.652228832244873"	"0.0415871059905064"	"-0.0810495615005493"	"-0.0483150556954655"	"P17074;D4A6G6;A0A0H2UI38;F1M8C7;F1M764;D3ZGN8;F1LYF3;D3ZSH6;D3ZUD7"	"P17074;D4A6G6;A0A0H2UI38;F1M8C7;F1M764;D3ZGN8;F1LYF3"	"40S ribosomal protein S19"	"Rps19;LOC100362339;Rps19l1"	"Rps19"	"P17074"	-2.21493425	-1.562705625	0.257906249841057	-2.133885	0.910470741758044	0.702720153994184	0.979033811709225
"887"	-0.8941021	-3.05498	-4.564999	-1.51371	-4.511998	-4.278928	-3.144866	-3.039787	-4.885325	-3.871497	-4.14177	-4.790074	""	""	""	""	""	""	"0"	"263580000"	"7"	"0.655159064922035"	"1.23694723844528"	"1.17189567348579"	"1.91521883010864"	"1.03021820178359"	"P62919;D4A6W6"	"P62919;D4A6W6"	"60S ribosomal protein L8"	"Rpl8;RGD1561333"	"Rpl8"	"P62919"	-2.506947775	-3.74389475	0.24046910105652	-4.4221665	0.0984950495044783	0.696202215855773	0.81262086642962
"888"	-2.688547	-2.484425	-2.106047	-4.694185	-4.76748	-5.79165	-1.920454	-4.682502	-4.147012	-1.903313	-4.759416	-2.91814	""	""	""	""	""	""	"0.0062203"	"181690000"	"3"	"0.607128358655697"	"1.29722046852112"	"0.201489058702727"	"0.438669204711914"	"0.235653117726778"	"D4A6X7"	"D4A6X7"	""	"Ppcs"	"Ppcs"	"D4A6X7"	-2.993301	-4.2905215	0.25238359533527	-3.43197025	0.628954771461379	0.699862939387587	0.962983032896438
"889"	1.336985	-0.2437572	-1.02022	1.149155	-0.615551	0.3620777	0.1541748	0.7743969	-0.1983986	-0.3839455	0.2882767	-1.750841	""	""	""	""	""	""	"0"	"2593000000"	"13"	"0.0773436657266605"	"0.136765956878662"	"0.527989875163835"	"0.816767692565918"	"0.476409034132071"	"D4A720"	"D4A720"	""	"Srsf7"	"Srsf7"	"D4A720"	0.3055407	0.1687746	0.839164568521282	-0.5112271	0.299120939333161	0.955163322929784	0.941075218370869
"890"	-1.82342	-3.691049	-3.265144	-2.642319	-2.896715	-2.954237	-4.963919	-2.471224	-3.199495	-3.31723	-3.261641	-3.332422	""	""	""	""	""	""	"0"	"253960000"	"6"	"0.280219650737635"	"0.466040968894959"	"0.469140570788711"	"0.422214090824127"	"0.300087000546368"	"D4A772;A0A0G2JVM6;P84060"	"D4A772;A0A0G2JVM6;P84060"	"Dystrobrevin beta"	"Dtna;Dtnb"	"Dtna"	"D4A772"	-2.855483	-3.32152375	0.526832305259636	-3.277697	0.375049538995902	0.813197733942944	0.941075218370869
"891"	1.083075	-1.748344	-4.307871	2.269447	1.225063	0.9217663	0.3363304	-0.06256676	-3.869771	-0.2927494	0.4348602	0.9602242	""	""	""	""	""	""	"0"	"3340900000"	"5"	"0.369805404988472"	"-1.28107178211212"	"0.00289798005606049"	"0.0159356594085693"	"0.00562280039061622"	"D4A777;D4A5F0"	"D4A777"	""	"Fam114a1"	"Fam114a1"	"D4A777"	-0.67592325	0.605148235	0.452609041943704	-0.691859	0.993372839754396	0.794340664081392	0.997912585957868
"892"	-0.381422	-0.5193348	-1.216629	-1.061001	0.08115196	-0.01607895	-0.04292679	-0.06436157	0.1858749	-0.3550148	-0.3289509	-0.8699036	""	""	""	""	""	""	"0"	"1447500000"	"13"	"2.05281610255535"	"-0.784042835235596"	"0.75093656088374"	"-0.452598094940186"	"-0.34915692381488"	"D4A781;M0RB74;D4A634"	"D4A781"	""	"Ipo5"	"Ipo5"	"D4A781"	-0.7945967	-0.0105538375	0.0291553683168751	-0.3419986	0.177614624648602	0.42429501449312	0.849705646679399
"893"	-1.584072	0.02004433	0.4997578	-2.558956	-0.6354656	-0.3542137	0.3385468	-0.6299324	-1.05217	0.3353786	-1.763624	-0.1027412	""	""	""	""	""	""	"0"	"1311000000"	"16"	"0.335677093721692"	"-0.585540294647217"	"0.113299164764799"	"-0.260017395019531"	"-0.140445640992556"	"D4A7F2"	"D4A7F2"	""	"Mycbp"	"Mycbp"	"D4A7F2"	-0.9058064675	-0.320266225	0.479992414724037	-0.64578915	0.771852452440693	0.799888493013292	0.966841729932831
"894"	-2.963198	-2.17898	-2.431581	-4.93873	-1.982468	-2.479216	-2.034363	-3.2652	-4.994762	-2.553312	-3.982963	-4.040534	""	""	""	""	""	""	"0.00082781"	"265520000"	"1"	"0.445283854905852"	"-0.687810778617859"	"0.423138564799084"	"0.76477038860321"	"0.424259121335607"	"D4A7L6"	"D4A7L6"	""	"Rpia"	"Rpia"	"D4A7L6"	-3.12812225	-2.44031175	0.373059444071188	-3.89289275	0.379056234669785	0.760276362006568	0.941075218370869
"895"	-2.032446	-4.519866	-2.270109	-2.165133	-3.050965	-4.527531	-2.916165	-1.431782	-3.88768	-4.653478	-1.848423	-4.342098	""	""	""	""	""	""	"0"	"261380000"	"6"	"0.0992643646902059"	"0.234722256660461"	"0.492991944827017"	"0.936031639575958"	"0.5015733699329"	"D4A7R0"	"D4A7R0"	"Signal recognition particle subunit SRP72"	"LOC100910272"	"LOC100910272"	"D4A7R0"	-2.7468885	-2.98161075	0.795711422062191	-3.68291975	0.321527520855651	0.939154642864588	0.941075218370869
"896"	0.0800705	-0.6374245	-0.4346371	0.4496632	-0.2778187	0.171587	-0.2286739	-0.118927	-0.3970261	-0.5903721	0.8752098	-0.789278	""	""	""	""	""	""	"0"	"1741300000"	"20"	"0.0284810190722193"	"-0.0221238136291504"	"0.0714983155768587"	"0.0897846221923828"	"0.0619510801329522"	"D4A7U1"	"D4A7U1"	""	"Zyx"	"Zyx"	"D4A7U1"	-0.135581975	-0.11345815	0.937839400265981	-0.2253666	0.849210959376887	0.982217714866713	0.977287668004742
"897"	-2.396624	-3.011058	-0.01791763	-0.6856289	-0.2997513	0.3774204	0.006347656	0.2111015	-1.168625	-0.865387	0.4168968	-1.196796	""	""	""	""	""	"+"	"0.0023238"	"1300500000"	"14"	"1.17120578985802"	"-1.60158663988113"	"0.465087379195866"	"-0.824329197406769"	"-0.45789330533884"	"D4A7U6"	"D4A7U6"	""	"Lsm3"	"Lsm3"	"D4A7U6"	-1.5278071325	0.073779564	0.105124561852619	-0.7034778	0.353866190148176	0.594622847684331	0.941075218370869
"898"	-3.109548	-0.8659534	-0.5889454	-4.308039	-0.6878891	-0.970026	-0.3186111	-1.605801	-2.246412	-1.363962	-2.811823	-3.056428	""	""	""	""	""	""	"0"	"629120000"	"8"	"0.682533732405767"	"-1.32253986597061"	"0.0549098479305381"	"0.151534795761108"	"0.0768409650433795"	"D4A7X5"	"D4A7X5"	""	"Ppm1k"	"Ppm1k"	"D4A7X5"	-2.21812145	-0.8955818	0.239437528985024	-2.36965625	0.883630526017911	0.696202215855773	0.977976567122244
"899"	-1.602222	-0.9411182	-0.6107311	-0.1902008	-0.6894627	0.01509285	-0.7450123	-0.02227783	-0.8355923	-1.443211	-0.8232021	-2.54701	""	""	""	""	""	""	"0"	"1324600000"	"10"	"0.624314809580277"	"-0.475653171539307"	"0.529467383335098"	"0.576185703277588"	"0.383399512237917"	"Q5RK17;D4A7Z5"	"Q5RK17;D4A7Z5"	""	"Diablo;LOC100360940"	"Diablo"	"Q5RK17"	-0.836068025	-0.360414995	0.24311963990983	-1.41225385	0.299140737838962	0.697120427332687	0.941075218370869
"900"	2.715857	3.030228	3.127167	3.49659	3.318235	2.92552	3.536739	3.655811	2.932211	3.060287	2.542873	2.844242	""	""	""	""	""	""	"0"	"17267000000"	"128"	"0.545024626130268"	"-0.266616344451904"	"0.600527273392355"	"0.247556686401367"	"0.207191399022794"	"D4A830"	"D4A830"	""	"Ppa2"	"Ppa2"	"D4A830"	3.0924605	3.35907625	0.285086592129601	2.84490325	0.256721793523744	0.716363643549542	0.915792511944975
"901"	-2.338717	-3.982391	-4.138436	-3.46656	-2.504457	-2.348848	-2.713875	-2.197954	-2.909214	-3.940636	-2.235661	-3.223652	""	""	""	""	""	""	"0"	"246830000"	"6"	"1.3124994302678"	"-1.04024225473404"	"0.31697169163804"	"-0.404235363006592"	"-0.262585119752338"	"D4A857"	"D4A857"	""	"Ipo9"	"Ipo9"	"D4A857"	-3.481526	-2.4412835	0.079539168921444	-3.07729075	0.482504750622525	0.565910984262538	0.941075218370869
"902"	2.22698	3.348415	3.537773	1.974112	2.628962	2.942787	2.825691	2.462185	2.490679	2.767605	2.466314	2.674074	""	""	""	""	""	""	"0"	"11484000000"	"50"	"0.0489712690570869"	"0.0569138526916504"	"0.166457985957824"	"0.172152042388916"	"0.123004786452593"	"D4A8F2"	"D4A8F2"	""	"Rsu1"	"Rsu1"	"D4A8F2"	2.77182	2.71490625	0.896591714209168	2.599668	0.693918027102318	0.977007244748502	0.963637905671656
"903"	-1.578489	-1.567102	-4.640421	-2.583302	-1.434587	-0.9117851	-1.224445	-1.55937	-1.674171	0.0905056	-1.582611	0.1522942	""	""	""	""	""	""	"0.00043309"	"738650000"	"6"	"0.900392882161088"	"-1.30978155136108"	"1.08478614193681"	"-1.83883285522461"	"-0.976903690635767"	"D4A8G0"	"D4A8G0"	""	"Lsm12"	"Lsm12"	"D4A8G0"	-2.5923285	-1.282546775	0.166949195842641	-0.75349555	0.0877502693733568	0.643538343276073	0.771238065649326
"904"	-4.799238	-2.298193	-3.024376	-4.521811	-2.816158	-2.621466	-2.241241	-2.974281	-3.15134	-1.738899	-3.08186	-1.95393	""	""	""	""	""	""	"0"	"187140000"	"3"	"0.800778084748868"	"-0.997617721557617"	"0.839727772367055"	"-1.17939728498459"	"-0.692360090461003"	"D4A8G7"	"D4A8G7"	""	"Snw1"	"Snw1"	"D4A8G7"	-3.6609045	-2.6632865	0.194338755149977	-2.48150725	0.154500829403153	0.65941070689684	0.840132540029948
