527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
21.28342	22.19857	21.31303	20.9985	22.6002	22.99974	22.18166	22.22796	22.19448	23.48559	21.44424	20.13801	21.88495	23.46389	24.10709	23.93894	23.25436	23.70409	22.391	22.08375	0	576820000	11	H0YML6;H0YLD7;H0YLW1;H0YLT5;H0YKM6;H0YMB7;H0YKB0;Q9NZD8;A0A024R5Y1	H0YML6;H0YLD7;H0YLW1;H0YLT5;H0YKM6;H0YMB7;H0YKB0;Q9NZD8;A0A024R5Y1	Maspardin	SPG21	
21.37373	24.02766	20.14877	21.23069	23.05375	21.99224	22.02364	22.0457	22.44233	22.591	23.15365	22.47482	21.35003	21.90321	21.99583	22.12395	22.16369	20.71715	21.79345	21.30547	0	233000000	11	P52657;B2R506;A0A024R5Z5;A8MYR4;H0YK39	P52657;B2R506;A0A024R5Z5;A8MYR4;H0YK39	Transcription initiation factor IIA subunit 2	GTF2A2	1NVP
34.7354	34.58905	34.63439	34.51506	34.50083	34.29857	34.26144	34.19432	34.67272	34.386	34.6968	33.55362	33.52286	33.31608	32.89894	33.32241	33.55087	32.89226	33.02805	33.63504	0	9.9732E+11	1870	P07355;A0A024R5Z7;V9HW65;H0YN42;A6NMY6;H0YMD0;H0YMU9;H0YM50;H0YKS4;H0YNP5;B4DNH8;H0YMM1;H0YKZ7;H0YLV6;H0YMT9;H0YKV8;H0YMD9;H0YKN4;H0YNB8	P07355;A0A024R5Z7;V9HW65;H0YN42;A6NMY6;H0YMD0;H0YMU9;H0YM50;H0YKS4;H0YNP5	Annexin A2;Annexin;Putative annexin A2-like protein	ANXA2;ANXA2P2	1W7B;1XJL;2HYU;2HYV;2HYW;4DRW;4HRH
26.02931	25.961	26.16331	26.01776	26.15325	26.2203	26.10438	25.67508	25.97583	23.79976	26.08792	25.79089	27.38903	27.3878	27.48224	27.32792	27.32165	27.04926	27.27542	27.38681	0	8591500000	63	A0A024R5Z9;B4DRT3;Q504U3	A0A024R5Z9;B4DRT3;Q504U3	Pyruvate kinase	PKM2	
29.82498	28.54966	28.91735	28.44739	29.51951	29.65925	29.1988	29.89591	30.13553	29.89358	29.25029	29.97651	29.27974	29.41153	29.54617	29.57708	29.2938	29.12736	29.35723	29.46544	0	38141000000	90	Q7Z612;P05386;A0A024R608;Q6ICQ4;Q6FG99	Q7Z612;P05386;A0A024R608;Q6ICQ4	60S acidic ribosomal protein P1	RPLP1	2LBF;3J3B;4BEH
23.19933	22.94156	23.20942	23.04048	22.02645	22.91898	23.00553	23.11143	22.25616	22.23998	22.22952	21.26556	20.92653	21.37131	21.90828	22.02677	23.41416	22.28157	23.14088	23.0682	0	718360000	13	P31146;A0A024R611;H3BRY3;Q59G88;Q6ZW98;H3BTU6;H3BRJ0	P31146;A0A024R611;H3BRY3;Q59G88	Coronin-1A;Coronin	CORO1A	
25.32899	25.70933	25.31147	25.33303	25.63978	25.34449	26.0264	25.77854	25.67069	23.21894	25.40295	25.69134	26.27911	25.9854	25.45617	25.6459	25.08323	25.16227	25.17516	25.22387	0	3322900000	39	H3BTA2;P60510;A0A024R625;H3BV22;Q5U086;I3L4X0;H3BPN5;H3BVE3	H3BTA2;P60510;A0A024R625;H3BV22;Q5U086	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 4 catalytic subunit	PPP4C	
25.38512	24.67136	24.83326	24.87211	24.37146	24.11012	24.20165	23.72848	23.66536	22.85842	23.51665	21.11913	24.28954	24.80602	24.42406	24.94708	24.76517	24.41196	24.44815	24.67303	0	1740900000	41	O60343;A0A024R637;Q5JU47;B4E0Y2;C9JIE2;Q7Z6H2;Q6PJJ8;Q86TI0;B9A6J6	O60343;A0A024R637	TBC1 domain family member 4	TBC1D4	3QYB;3QYE
21.26563	23.18497	21.46775	23.50797	20.32006	23.01991	23.59366	23.27469	21.35168	23.82491	23.28531	24.01818	23.49497	23.51905	22.14752	22.12938	23.48922	23.97745	23.84249	20.56574	0	854450000	18	O75503;A0A024R644;B4E1V6	O75503;A0A024R644;B4E1V6	Ceroid-lipofuscinosis neuronal protein 5	CLN5	
25.27633	24.97215	25.01329	24.6102	25.18071	25.05941	24.98451	25.12412	25.21619	24.95775	25.37378	25.445	25.17127	24.55045	25.09104	25.0542	25.02597	25.26353	25.39365	25.41716	0	2719400000	59	Q9Y5J7;A0A024R648;G3V502;G3V2F3	Q9Y5J7;A0A024R648;G3V502;G3V2F3	Mitochondrial import inner membrane translocase subunit Tim9	TIMM9	2BSK
26.39411	26.66085	26.9516	26.52822	26.04362	26.29395	27.44814	27.31674	26.20631	26.44665	26.6102	26.03811	25.33354	25.52949	25.50048	25.89728	25.35074	25.34672	25.43657	25.6459	0	4194300000	78	Q96EK6;A0A024R649;G3V5E4;G3V4W4	Q96EK6;A0A024R649;G3V5E4;G3V4W4	Glucosamine 6-phosphate N-acetyltransferase	GNPNAT1	2HUZ;2O28;3CXP;3CXQ;3CXS
30.64246	30.41941	30.56647	30.56238	30.29209	30.35311	30.36703	30.22997	30.4184	30.31711	30.44342	29.52953	31.08575	30.9303	31.04622	30.97186	30.84722	30.91954	30.95719	31.02762	0	1.6496E+11	1051	P11586;A0A024R652;F5H2F4;B7Z809;V9GYY3	P11586;A0A024R652;F5H2F4;B7Z809	"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed"	MTHFD1	1A4I;1DIA;1DIB;1DIG
25.08594	24.56976	24.71078	24.58055	24.89106	24.82537	24.60026	24.52677	24.929	21.88789	24.58003	24.90192	24.79585	25.05171	25.10977	25.16277	25.06497	24.9032	24.73547	24.68057	0	2352200000	48	Q07352;A0A024R658;B4DG15;B3KNA8;G3V2D5;G3V2P5;B4E1N3;G3V515;P47974;M0QZ04;P26651;M0QY76;M0R0H3	Q07352;A0A024R658;B4DG15;B3KNA8;G3V2D5;G3V2P5;B4E1N3	"Zinc finger protein 36, C3H1 type-like 1"	ZFP36L1	1RGO;1W0V;1W0W;4J8S
24.67271	23.82085	24.93521	25.02817	23.22435	24.52193	24.06989	23.81216	21.89673	22.92873	23.69243	23.98146	26.06519	25.48864	26.2003	25.55605	26.04439	26.28344	26.39826	26.58735	0	4661500000	56	Q86UP2;A0A024R663;G3V4Y7;B3KWP6;B7Z6P3;G3V5P0;H0YJP2;B3KP76;G3V5G2;H0YJZ8	Q86UP2;A0A024R663	Kinectin	KTN1	
21.30317	23.60772	21.13914	23.46762	21.42059	23.98494	23.77937	23.48148	23.92678	23.68571	24.08699	23.39611	23.68624	23.50857	23.20201	23.1413	23.85671	23.20416	23.16111	23.29249	0	912730000	18	A0A024R669;P51948;A0A024R688;H0YJ92;H0YJF2	A0A024R669;P51948;A0A024R688;H0YJ92	CDK-activating kinase assembly factor MAT1	MNAT1	1G25
22.26548	20.31369	21.93976	20.07689	21.27766	21.28539	23.06482	21.40753	21.69936	24.26904	24.04453	22.60485	22.12654	22.41511	22.73777	21.9695	22.58029	22.31091	22.38598	22.16262	0.00086561	340050000	7	P57105;A0A024R670	P57105;A0A024R670	Synaptojanin-2-binding protein	SYNJ2BP	2ENO;2JIK;2JIN
25.44541	25.23187	25.25739	25.16204	24.99468	25.24075	25.37518	25.03783	25.34581	25.47308	25.38834	25.08962	24.96688	24.47964	24.68121	24.91497	24.58486	24.57923	24.81172	25.03842	0	2587600000	56	A0A024R684;A0A024R681;B2RCI6;A0A024R6C4;P49757;A0A024R6F4;Q86SW5;G3V3R1;G3V3Z8;G3V3M5;Q86SW6;G3V4S6;G3V433;Q5D0E5;B4DUD7	A0A024R684;A0A024R681;B2RCI6;A0A024R6C4;P49757;A0A024R6F4;Q86SW5;G3V3R1;G3V3Z8;G3V3M5;Q86SW6	Protein numb homolog	NUMB	
24.15105	23.80292	24.37716	25.07496	22.72779	22.88618	23.60093	23.47729	21.91982	24.35365	23.33347	22.09664	24.42937	24.40918	24.32656	24.81636	24.14678	24.79927	24.37537	24.39526	0	1938200000	26	Q9Y5K8;Q9H3H0;A0A024R683;Q8N5Z9;G3V2V6;G3V2S6;Q6PJ05;H0YJH8;Q9NW63;G3V559;G3V3T8;H0YJ55;G3V5S7;G3V341;H0YJS0	Q9Y5K8;Q9H3H0;A0A024R683;Q8N5Z9;G3V2V6;G3V2S6;Q6PJ05;H0YJH8	V-type proton ATPase subunit D	ATP6V1D;VATD	
27.57196	27.4434	27.99108	27.91673	27.49052	27.64093	27.58405	27.33782	27.16125	26.71803	27.22085	25.6172	26.53806	26.65854	26.36061	26.41546	26.57125	26.64293	26.8305	26.84038	0	9963700000	174	Q96AC1;A0A024R687;H0YJ34;G3V281;G3V5R2;G3V3J0;H0YJB6;Q49AC8;G3V1L6;Q9BQL6;Q54A15;B2RAX1	Q96AC1;A0A024R687;H0YJ34	Fermitin family homolog 2	FERMT2	2LGX;2LKO;4F7H
27.29946	28.19141	28.22458	28.08228	27.75996	27.50839	26.53457	27.54621	27.63665	27.42382	27.26168	26.55194	27.42134	27.2978	27.3396	27.53712	27.63284	27.70603	28.0516	27.7625	0	19161000000	54	Q86TY5;Q6FGL0;P17931;A0A024R693;Q59FR8;G3V3R6	Q86TY5;Q6FGL0;P17931;A0A024R693;Q59FR8;G3V3R6	Galectin-3	LGALS3	1A3K;1KJL;1KJR;2NMN;2NMO;2NN8;2XG3;3AYA;3AYC;3AYD;3AYE;3T1L;3T1M;3ZSJ;3ZSK;3ZSL;3ZSM;4BLI;4BLJ;4BM8;4JC1;4JCK;4LBJ;4LBK;4LBL;4LBM;4LBN;4LBO
30.31322	30.71898	30.03944	30.42462	30.59513	30.55105	30.24774	30.64281	30.88249	30.50871	30.56846	30.20046	29.5973	29.70387	29.66463	29.63156	29.65634	29.48846	29.74272	29.91171	0	92023000000	679	P12814;A0A024R694;H9KV75;B7Z565;Q86TX4;B4DFY0;G3V2N5;B4DRP5;G3V2W4;B3KUX9;P35609;Q08043;B2R8Y4;B7Z2W3;A1L0V1;B7Z2N5;B7Z4V1;B4DZQ2;G3V2X9;H7C5W8;G3V5M4;H0YJ11;B7Z4P6;B7Z4K1;Q59FD9;G3V2E8;Q4VAM3;Q5ZEZ4;G3V380;B7Z4P8;Q4JCP9	P12814;A0A024R694;H9KV75;B7Z565;Q86TX4	Alpha-actinin-1	ACTN1	1H8B;1HCI;1QUU;1TJT;1WKU;2EYI;2EYN;3LUE
24.2509	23.45224	24.20844	23.86145	23.90389	23.85728	24.1343	23.02623	23.8723	23.9722	23.34408	23.406	25.36826	26.06122	25.78189	25.85598	25.7505	26.29146	26.01982	25.88096	0	3808500000	38	P35813;B2R8E4;A0A024R6A5;B5BUD5;E9PKB5;E9PJN3;E9PL75	P35813;B2R8E4;A0A024R6A5;B5BUD5;E9PKB5	Protein phosphatase 1A	PPM1A	1A6Q;3FXJ;3FXK;3FXL;3FXM;3FXO
26.83762	26.7618	27.22444	27.19676	26.74394	26.68057	27.19835	27.10019	26.90919	26.04804	27.29491	27.2724	26.79067	26.67882	26.61821	26.36989	26.81446	26.84805	26.82929	26.56362	0	8148800000	164	P54652;A0A024R6B5;B3KUS2	P54652;A0A024R6B5;B3KUS2	Heat shock-related 70 kDa protein 2	HSPA2	3I33;4FSV
26.17849	26.58706	26.41414	26.62394	26.12627	26.14548	26.32354	26.30091	26.61765	22.6758	26.44172	26.64595	24.96521	24.77535	24.81831	25.08067	25.40276	25.13422	25.50682	26.20807	0	3460600000	95	J3KMY5;Q53HV6;P61916;A0A024R6C0;G3V3E8;E7EMS2;B4DV10;G3V3D1;B2R4S5;H0YIZ1;G3V2V8;B4DQV7	J3KMY5;Q53HV6;P61916;A0A024R6C0;G3V3E8;E7EMS2;B4DV10;G3V3D1;B2R4S5;H0YIZ1;G3V2V8;B4DQV7	Epididymal secretory protein E1	NPC2	
25.61636	25.89315	25.7509	26.25102	26.17811	25.9276	26.00415	26.31828	26.89261	26.54992	27.17398	27.41296	25.43106	25.17051	25.29953	25.53789	26.85626	26.52709	27.68953	26.26245	0	5144400000	91	P36957;A0A024R6C9;Q6IBS5;B7Z5W8;Q86SW4;Q86TQ8;B7Z6J1;Q16187;H0YJF9;G3V3F0;Q86TW7;G3V5M3;Q6LEQ7	P36957;A0A024R6C9;Q6IBS5;B7Z5W8;Q86SW4;Q86TQ8	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"	DLST	
24.53706	25.27003	25.09378	25.18945	25.01546	25.08918	24.92334	24.30821	24.62956	23.01526	25.0333	24.14336	26.32134	26.22459	26.23958	26.29633	26.15567	26.44542	26.34552	26.20382	0	4927300000	74	Q8TD19;A0A024R6D1;B3KY50;Q6PKF2;G3V459;G3V5V0;G3V2Z5;REV__Q5SQT3;REV__Q9HA11;REV__Q9P0M6;REV__A0A024QZP6	Q8TD19;A0A024R6D1	Serine/threonine-protein kinase Nek9	NEK9	3ZKE;3ZKF
29.60675	29.66431	29.4602	29.42998	29.64969	29.78282	29.9211	30.19906	29.93143	28.84864	29.92039	29.02831	28.03501	27.98886	27.37989	28.13139	28.15591	27.98972	28.33599	28.59904	0	34867000000	299	P84090;A0A024R6D4;G3V279	P84090;A0A024R6D4;G3V279	Enhancer of rudimentary homolog	ERH	1W9G;2NML
26.91821	26.41085	27.10019	27.08233	26.68726	26.83966	27.58814	27.81781	27.61238	27.97574	27.6567	27.6973	27.17845	27.44435	27.08932	26.94313	27.403	27.27861	27.16758	26.79328	0	9973300000	165	Q13243;A0A024R6D8;Q59EK7;B4DJK0;B4DUA4;G3V5K8;B5BUD8;Q86U32	Q13243;A0A024R6D8;Q59EK7;B4DJK0;B4DUA4;G3V5K8	Serine/arginine-rich splicing factor 5	SRSF5	
20.93431	22.13293	22.18097	21.30721	22.23175	20.71563	21.36152	20.84125	22.01677	23.0865	20.35914	24.04285	25.04852	24.79119	24.96983	24.81049	24.93805	25.31489	24.94378	24.81421	0	1869900000	23	Q02252;A0A024R6G4;Q53FN8;Q53H94;G3V4Z4;O43573	Q02252;A0A024R6G4;Q53FN8;Q53H94;G3V4Z4	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"	ALDH6A1	
25.11728	25.08412	25.06102	25.03049	24.92651	24.9671	25.06554	24.66112	24.68549	23.41641	24.993	25.1467	25.18582	25.10538	25.46485	25.41464	25.33946	25.33695	25.20736	25.3056	0	2354900000	67	B3KN45;Q9P2I0;A0A024R6H0;B3KMI0;H0YJF4	B3KN45;Q9P2I0;A0A024R6H0;B3KMI0	Cleavage and polyadenylation specificity factor subunit 2	CPSF2	
25.84427	25.41905	26.23973	25.70909	25.52588	25.83282	25.98448	25.64248	25.67995	25.88474	26.18799	26.23867	25.32591	25.65696	25.77628	25.3535	26.26707	26.17427	26.26708	26.43226	0	4704900000	72	P49755;A0A024R6I3;Q53GF9;G3V2K7;B4DL12;B4DZH3	P49755;A0A024R6I3;Q53GF9;G3V2K7;B4DL12	Transmembrane emp24 domain-containing protein 10	TMED10	
25.57747	24.90541	25.52507	25.24274	25.65278	25.32055	25.27405	25.67058	24.92207	25.40652	25.22659	24.44221	24.9885	25.20576	25.24224	25.76276	25.09881	25.11708	25.06386	25.40886	0	3041100000	79	Q86TU7;A0A024R6K3;Q6NXR6;C9K0W5	Q86TU7;A0A024R6K3;Q6NXR6	Histone-lysine N-methyltransferase setd3	SETD3	3SMT
28.1504	28.25201	28.5142	28.20783	28.14209	28.1985	28.44581	28.4213	28.40088	28.4464	28.53249	28.66655	29.01717	28.68033	28.62373	28.68569	29.08038	28.97539	29.03318	28.96876	0	33008000000	332	P23381;A0A024R6K8;B4DTK8;G3V277;G3V3H8;G3V3Y5;G3V3P2;G3V227;G3V423;G3V5U1;G3V456;G3V2Y7;H0YJP3;G3V3X0;G3V3S7;G3V2F2;G3V3R3;G3V4S4;G3V313;G3V339;G3V2C0;G3V4C7;G3V4N8	P23381;A0A024R6K8	"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS"	WARS	1O5T;1R6T;1R6U;1ULH;2AKE;2AZX;2DR2;2QUH;2QUI;2QUJ;2QUK
24.21778	24.88814	24.62834	24.73412	24.40165	24.12589	24.5491	24.55882	23.46126	22.97514	23.15956	23.53089	23.62321	23.59343	24.26835	23.7006	23.84948	23.70018	23.68035	23.95784	0	1103900000	40	A0A024R6M2;Q6IN85;G3V5Z3;H0YIY8;G3V4R3;G3V231;G3V5A2;Q5MIZ7;B4DKA9;Q8N6W1;H0YJN6	A0A024R6M2;Q6IN85;G3V5Z3;H0YIY8;G3V4R3;G3V231	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	SMEK1	
24.98763	24.82663	25.0491	25.25119	24.32656	24.39513	24.70277	24.37132	23.75868	23.66815	24.10893	21.42936	22.15624	20.95021	22.72661	24.42797	24.6319	24.35394	24.71282	24.47636	0	1131900000	27	G3XAH6;B4DHB8;P51003;A0A024R6M3;B4DYF4;G3V2A0;A0A024R6J7;G3V3I9;G3V457;Q9NRJ5;A4D1Z6;A0ZTA0;H7C3W0;H0YJ00;F8WAT4;Q53T17;Q05DB9;Q2TAI9;Q9BWT3;H0YJL4;B7ZA53;B4DZL2	G3XAH6;B4DHB8;P51003;A0A024R6M3;B4DYF4	Poly(A) polymerase alpha	PAPOLA	4LT6
23.6279	23.02775	22.90791	22.99011	21.58047	20.26455	20.79543	20.39292	22.47076	23.21012	22.16439	21.86442	24.06628	22.17296	24.02572	24.09273	24.67077	24.09273	24.32594	24.42522	0	1210600000	17	Q9UL15;A8K5J7;A0A024R6M6;G3V274;A8CGI4	Q9UL15;A8K5J7;A0A024R6M6;G3V274	BAG family molecular chaperone regulator 5	BAG5	2D9D;3A8Y
25.99501	25.74358	25.44101	25.4884	24.8659	24.22604	25.27725	24.72343	24.17904	23.3603	25.22578	22.28771	27.41852	27.79266	27.41337	27.41869	27.5012	27.4043	27.18914	27.45646	0	11142000000	148	Q9Y5S2;A0A024R6N2;H0YLY0;Q86TR8;Q86XZ8;H0Y6V3;H0YLR5;Q9NYF6;B4DZE2;B4DM55;H0Y6R0;E5KR07;E5KR05;Q09013;E5KR06;X5D8Z6;M0R333;X5DNJ6;Q59FU6	Q9Y5S2;A0A024R6N2	Serine/threonine-protein kinase MRCK beta	CDC42BPB	1WT6;2VD5;3QFV;3TKU
28.65581	28.4145	28.65198	28.75057	28.18721	28.38496	28.36164	28.32204	28.3986	28.06435	28.53564	28.41808	28.0747	28.27884	28.08891	28.12672	28.00131	28.05564	27.85614	27.78837	0	22697000000	330	P55010;A0A024R6Q1;Q6IBU0;Q05DF3;H0YN40;H0YLZ1;Q32Q19;B4DEN3;H0YMJ8;H0YM54;H0YK11;H0YK29	P55010;A0A024R6Q1;Q6IBU0	Eukaryotic translation initiation factor 5	EIF5	2E9H;2G2K;2IU1
23.41403	23.29348	23.95766	23.74561	23.40158	23.43377	23.6279	23.36959	22.66571	23.54727	23.41687	23.44088	22.94587	22.95812	22.34523	21.8816	22.0051	22.96838	22.03587	22.86368	0	373070000	12	Q96FX7;A0A024R6Q2;Q96B39;H0Y2Q1	Q96FX7;A0A024R6Q2;Q96B39;H0Y2Q1	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	TRMT61A	
24.10845	24.38284	24.68539	24.52073	24.11474	24.23973	24.43288	24.06719	24.14484	23.02436	24.19708	23.9911	21.90586	21.924	22.17689	22.12181	21.91791	22.11945	22.62267	21.99714	0	437350000	24	Q8NEM2;B2RDX0;A0A024R6R1;A8K7Z9;I3L3Z1	Q8NEM2;B2RDX0;A0A024R6R1;A8K7Z9	SHC SH2 domain-binding protein 1	SHCBP1	
21.16752	21.30197	22.3072	20.14331	22.0051	21.57434	20.34726	21.69472	22.00496	23.2013	23.05232	21.74995	23.88483	23.66915	23.69509	23.32828	23.51821	23.47457	23.70102	23.43949	0	680430000	13	Q8TD30;A0A024R6R2;B3KR40;H3BU54;P24298	Q8TD30;A0A024R6R2	Alanine aminotransferase 2	GPT2	3IHJ
20.00868	20.7284	23.45613	21.46188	21.89337	21.89656	22.81556	22.38416	21.73558	22.36444	21.99293	22.07055	22.73241	22.74587	21.97675	22.70324	22.15618	22.02241	22.2362	21.89808	0	94023000	5	Q9Y5N6;B3KMP9;A0A024R6R3;H3BT22;H3BMA4;Q9H806;H3BTQ7	Q9Y5N6;B3KMP9;A0A024R6R3;H3BT22	Origin recognition complex subunit 6	ORC6	3M03
27.01839	26.70688	27.30783	27.04281	26.28974	26.62645	26.71816	26.58907	26.23026	27.01712	26.66234	26.77191	26.0254	26.51101	26.44601	26.33565	26.68672	26.41775	26.28145	26.34856	0	6795300000	131	O60884;A0A024R6S1;H3BMW5;T2DN57;T2DPK5	O60884;A0A024R6S1	DnaJ homolog subfamily A member 2	DNAJA2	
25.49143	25.4096	25.69748	25.66636	25.17081	25.47091	25.78781	25.75486	25.68614	25.62522	25.72489	26.57874	23.12668	22.54457	23.32759	23.03071	22.73293	22.12487	22.06563	23.96429	0	1362300000	69	Q9GZU8;A0A024R6T8;H3BUL4;H3BMX9;H3BTP8;H3BSY6;H3BP64;H3BTI2;H3BQQ6;Q6P4H7;H3BSF0;H3BN22;H3BU93;H3BPF9;H3BPH9;H3BNK9	Q9GZU8;A0A024R6T8;H3BUL4;H3BMX9;H3BTP8;H3BSY6;H3BP64;H3BTI2;H3BQQ6;Q6P4H7;H3BSF0	Protein FAM192A	FAM192A;NIP30	
21.24436	20.27432	24.19242	21.13337	19.393	22.4154	21.64861	22.53065	23.11264	22.94148	21.33982	24.10749	24.66074	24.8148	24.53931	24.75027	24.76167	24.89097	24.85348	24.52013	0	1545400000	21	H3BU49;Q9Y2Y0;A0A024R6U9	H3BU49;Q9Y2Y0;A0A024R6U9	ADP-ribosylation factor-like protein 2-binding protein	ARL2BP	2K9A;3DOE;3DOF
27.17322	27.59213	27.54458	27.48355	27.28366	28.0415	28.13497	28.0625	27.50809	27.30382	27.6637	28.28317	26.65717	26.68057	26.22668	25.9814	26.47879	26.6013	26.73686	26.55834	0	9211800000	141	O43809;B2R6U8;A0A024R6W2;Q5HYH5;H3BND3;H3BV41	O43809;B2R6U8;A0A024R6W2;Q5HYH5	Cleavage and polyadenylation specificity factor subunit 5	NUDT21;DKFZp313O211	2CL3;2J8Q;3BAP;3BHO;3MDG;3MDI;3N9U;3P5T;3P6Y;3Q2S;3Q2T
23.42278	21.59285	21.48792	23.64229	22.14984	21.30767	22.48425	21.42967	21.86485	23.42339	20.77067	19.18818	25.3018	25.40393	25.31665	25.12147	26.0783	26.01314	26.08172	25.91338	0	3131400000	39	P55042;A0A024R6X0;Q92788;A8K3J8;P55040;A0A024R9F5;J3KRG9;J3KSM6;O75628;Q8IYK8	P55042;A0A024R6X0;Q92788;A8K3J8	GTP-binding protein RAD	RRAD	2CJW;2DPX;2G3Y;2GJS;2HT6;2NZJ;3CBQ;3Q72;3Q7P;3Q7Q
20.07539	22.43952	22.27263	21.93375	22.49464	22.18804	21.38366	22.30467	23.15119	23.16606	20.32007	22.01271	22.52996	22.60252	23.08148	23.08555	23.67992	23.68934	24.12353	23.53279	0	601210000	8	O00748;Q53H57;A0A024R6X1;Q6IPK9;Q4G0E9;J3QSC0	O00748;Q53H57;A0A024R6X1;Q6IPK9;Q4G0E9;J3QSC0	Cocaine esterase	CES2	
25.59243	25.56203	25.23232	25.20873	25.45447	25.67581	25.56375	25.69325	25.82194	25.44828	25.63666	26.05745	25.72065	25.45457	25.4849	25.50585	25.7033	25.54076	25.71413	25.17646	0	3720900000	84	Q13951;A0A024R6X2;J3KS23;J3KRT0;H3BSC0	Q13951;A0A024R6X2;J3KS23	Core-binding factor subunit beta	CBFB	1CL3;1E50;1H9D;4N9F
27.61077	27.79042	27.54951	27.77165	27.73007	27.304	27.08203	27.42894	28.13531	27.68992	27.86579	27.29649	29.33407	29.17241	29.12246	29.18199	29.32721	29.14729	29.06797	29.06599	0	38351000000	101	P61970;A0A024R6Y2;H3BRV9	P61970;A0A024R6Y2;H3BRV9	Nuclear transport factor 2	NUTF2	1GY5
26.32469	26.1321	26.20564	26.37905	25.88665	26.07455	26.00099	26.09396	26.01939	26.24503	26.10753	26.04723	27.62721	27.93938	28.02247	27.82177	27.85626	27.91929	27.8759	27.5721	0	14258000000	189	O43237;A0A024R6Z0;J3KRI4;B4DHD8;J3KRZ2;B4E2E0;H3BUM4;Q63HJ8;E7EPL8;J3KSD2	O43237;A0A024R6Z0;J3KRI4	Cytoplasmic dynein 1 light intermediate chain 2	DYNC1LI2	
24.06825	24.06989	24.78187	24.80553	24.19753	23.91579	24.43955	24.03716	24.37743	23.90012	24.31001	23.95234	25.14258	24.66308	25.0653	25.07839	25.21148	25.09724	25.0757	24.71497	0	2502400000	35	Q9UN37;A0A024R705;Q9NXK5;Q9UF30;I3L4J1;Q49AN7;Q6PIW4;B3KNH6	Q9UN37;A0A024R705;Q9NXK5;Q9UF30;I3L4J1	Vacuolar protein sorting-associated protein 4A	VPS4A;DKFZp434E0418	1YXR;2JQ9;2K3W;3D8B
27.14773	27.60802	27.52604	27.55435	27.18234	27.52679	27.86703	28.03002	28.04051	27.60943	28.23434	28.64856	27.77574	27.87397	27.88046	27.75085	28.13878	28.24966	28.46844	28.10225	0	20752000000	254	B4DFL1;P09622;A0A024R713;E9PEX6;B4DMK9;F8WDM5;F2Z2E3	B4DFL1;P09622;A0A024R713;E9PEX6;B4DMK9	"Dihydrolipoyl dehydrogenase;Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	1ZMC;1ZMD;1ZY8;2F5Z;3RNM
27.68852	27.74932	28.02617	27.78282	27.52118	27.72045	27.84176	27.7126	27.38755	27.47576	27.60308	27.41159	28.48008	27.98327	27.99232	28.1043	27.97394	28.18527	27.85893	28.12682	0	20170000000	224	P43490;A0A024R718;Q5SYT8;B7Z8W6;F5H246;Q658Z1;C9JF35;C9JG65	P43490;A0A024R718;Q5SYT8	Nicotinamide phosphoribosyltransferase	NAMPT;NAMPTL	2E5B;2E5C;2E5D;2GVG;2GVJ;3DGR;3DHD;3DHF;3DKJ;3DKL;4JNM;4JR5;4KFN;4KFO;4KFP;4L4L;4L4M;4LTS;4LV9;4LVA;4LVB;4LVD;4LVF;4LVG;4LWW;4M6P;4M6Q;4N9B;4N9C;4N9D;4N9E;4O0Z;4O10;4O12
